"","PID","YEAR","PROJECT_LENGTH","PROJECT_PAGE_LOCATION_STATE","CATEGORY","GOAL_IN_USD","PLEDGED_IN_USD","BACKERS_COUNT","SITE_PREDICTION","OUTCOME"
"15670",1819920943,2024,60,"CA","Games",5000,2,2,65,"failed    "
"15672",2046114682,2020,60,"TX","Film & Video",5000,1,1,54,"failed    "
"15673",1075867899,2024,45,"CA","Comics",5000,76,4,47,"canceled  "
"15675",476479469,2021,60,"TX","Film & Video",5000,0,0,54,"failed    "
"15676",994264006,2021,30,"NY","Games",5000,16,2,48,"failed    "
"15678",1622169486,2020,30,"NY","Film & Video",5000,0,0,48,"failed    "
"15681",467588725,2021,40,"TX","Film & Video",5000,0,0,26,"failed    "
"15682",796702049,2020,60,"CA","Dance",5000,0,0,87,"canceled  "
"15687",372616141,2022,30,"TX","Film & Video",5000,0,0,50,"failed    "
"15688",1425166892,2022,30,"PA","Art",5000,0,0,33,"failed    "
"15691",1478759860,2021,59,"NY","Comics",5000,78,4,37,"failed    "
"15695",1158781133,2023,30,"CA","Film & Video",5000,941,32,34,"failed    "
"15696",1536923058,2025,30,"CA","Film & Video",5000,86,4,38,"failed    "
"15700",730442132,2020,30,"NY","Film & Video",5000,105,4,59,"canceled  "
"15703",1489508036,2020,57,"TX","Film & Video",5000,600,12,42,"failed    "
"15706",2140664245,2021,30,"CA","Games",5000,896,9,55,"failed    "
"15707",2102327170,2020,30,"CA","Film & Video",5000,166,6,44,"failed    "
"15711",3625872,2025,45,"CT","Games",5000,5,2,57,"failed    "
"15713",389783571,2023,20,"NY","Games",4999,240,11,48,"canceled  "
"15715",766209809,2021,30,"CA","Art",4999,0,0,64,"failed    "
"15716",48098674,2024,34,"CA","Games",260,64,6,53,"failed    "
"15717",105379338,2024,45,"CA","Games",255,47,3,43,"failed    "
"15719",1781024642,2020,30,"CA","Art",4975,50,1,44,"failed    "
"15720",200549482,2020,30,"CA","Art",4968,0,0,53,"canceled  "
"15721",2137284141,2020,10,"CA","Film & Video",4950,0,0,51,"failed    "
"15724",775986470,2020,45,"CT","Games",4900,336,8,54,"failed    "
"15730",787317020,2025,27,"CA","Games",4900,757,11,66,"failed    "
"15731",703071415,2021,30,"TX","Games",4900,26,3,26,"failed    "
"15733",477605922,2023,16,"CA","Games",4900,88,2,60,"canceled  "
"15737",1379204162,2020,40,"CA","Dance",4800,0,0,40,"canceled  "
"15743",1069307781,2021,30,"NY","Film & Video",4800,380,13,52,"failed    "
"15752",150415826,2022,32,"CA","Art",4800,89,3,40,"failed    "
"15757",1157153463,2022,15,"CA","Art",4800,815,16,63,"failed    "
"15759",2030967238,2020,30,"CA","Film & Video",4800,0,0,67,"failed    "
"15761",1717682366,2022,15,"CA","Art",4800,122,5,57,"failed    "
"15762",1068156823,2020,31,"CA","Film & Video",4790,331,7,37,"failed    "
"15767",1335767258,2020,30,"CA","Film & Video",4750,25,1,48,"failed    "
"15772",632644134,2020,15,"CA","Art",4750,350,2,41,"failed    "
"15773",1497635485,2020,21,"PA","Film & Video",4720,80,5,40,"canceled  "
"15776",474062505,2021,23,"TX","Comics",4700,78,9,55,"failed    "
"15779",2056868275,2020,16,"TX","Film & Video",4700,0,0,24,"failed    "
"15784",184753687,2020,35,"PA","Art",4700,17,1,42,"failed    "
"15785",1112835041,2025,60,"TX","Comics",4700,206,12,63,"failed    "
"15786",258741507,2021,17,"NY","Games",4678,627,17,68,"failed    "
"15787",880452554,2020,45,"CA","Film & Video",3717,74,3,37,"failed    "
"15790",14554760,2020,30,"CA","Film & Video",6679,0,0,31,"failed    "
"15792",329431282,2024,60,"CA","Film & Video",4600,448,14,40,"failed    "
"15794",1911671850,2024,26,"CA","Film & Video",4600,11,2,59,"canceled  "
"15795",158743345,2021,30,"CA","Games",4600,266,2,40,"failed    "
"15796",1608495815,2024,33,"CA","Art",4600,15,2,30,"failed    "
"15801",1962065414,2023,29,"NY","Comics",4555,127,5,69,"canceled  "
"15802",576879476,2023,16,"CA","Film & Video",4554,1,1,50,"failed    "
"15805",1083445985,2021,30,"CA","Comics",4500,309,12,53,"failed    "
"15806",1442835554,2023,31,"CA","Comics",4500,943,15,49,"canceled  "
"15813",928018485,2020,35,"CA","Film & Video",4500,30,3,62,"failed    "
"15817",1763389218,2021,30,"CA","Film & Video",4500,0,0,56,"failed    "
"15818",1902209862,2024,30,"NY","Comics",4500,171,13,47,"failed    "
"15824",1224599213,2025,30,"CA","Film & Video",4500,344,7,32,"failed    "
"15828",399858491,2021,30,"TX","Film & Video",4500,0,0,40,"canceled  "
"15829",998722982,2021,30,"NY","Art",4500,265,7,69,"failed    "
"15831",1676748735,2025,22,"CA","Art",3416,802,8,55,"failed    "
"15834",818273919,2025,30,"TX","Comics",4500,226,9,53,"failed    "
"15841",437173332,2022,30,"NY","Film & Video",4500,178,6,52,"failed    "
"15846",1688281594,2020,50,"TX","Games",4500,231,9,54,"failed    "
"15847",1069337150,2020,30,"PA","Games",4500,49,3,56,"failed    "
"15848",391565070,2024,37,"NY","Games",4500,896,21,56,"failed    "
"15852",572913917,2021,30,"PA","Film & Video",4500,0,0,38,"failed    "
"15855",886326805,2022,30,"PA","Games",4500,10,1,63,"canceled  "
"15856",1669706499,2025,31,"NY","Comics",4500,681,27,40,"canceled  "
"15860",1533492480,2021,30,"CA","Film & Video",4500,0,0,43,"failed    "
"15862",974733048,2020,60,"CA","Comics",4500,50,1,44,"failed    "
"15871",560316987,2023,60,"CA","Comics",4500,38,2,29,"failed    "
"15874",1923745997,2020,30,"CA","Art",4500,40,1,37,"failed    "
"15878",2135516557,2023,35,"CA","Games",4500,47,5,61,"canceled  "
"15879",1002830687,2024,30,"CA","Film & Video",4500,203,4,57,"failed    "
"15881",264844984,2020,39,"NY","Film & Video",4500,45,2,43,"failed    "
"15882",308173149,2021,28,"CA","Art",4500,25,1,57,"failed    "
"15883",1712426934,2021,35,"CA","Art",4500,0,0,56,"canceled  "
"15884",1371394161,2022,30,"CA","Art",4500,337,7,46,"suspended "
"15886",1551161996,2022,30,"NY","Film & Video",4500,156,3,39,"failed    "
"15893",1347388983,2024,30,"TX","Art",4500,117,3,27,"failed    "
"15898",2051062284,2025,23,"CA","Film & Video",4500,2,2,46,"failed    "
"15900",2094007959,2021,57,"CA","Art",4500,1,1,57,"failed    "
"15901",79710941,2023,25,"CA","Film & Video",4500,277,6,51,"failed    "
"15902",1417038264,2021,33,"CA","Film & Video",4500,0,0,35,"failed    "
"15903",764508278,2025,60,"CA","Comics",4500,126,6,55,"canceled  "
"15904",805749338,2024,45,"NY","Film & Video",4500,216,5,32,"failed    "
"15906",1169956436,2020,45,"CA","Art",4500,0,0,66,"failed    "
"15911",1918452011,2022,30,"CA","Games",4500,40,1,42,"canceled  "
"15913",1084336958,2025,26,"NY","Games",4500,762,16,59,"canceled  "
"15914",499590523,2021,30,"TX","Comics",4500,227,11,48,"failed    "
"15918",972553299,2020,57,"CA","Art",4500,50,1,65,"failed    "
"15927",1003356565,2021,30,"PA","Art",4500,136,3,55,"failed    "
"15930",2105774714,2020,45,"NY","Film & Video",4500,0,0,66,"failed    "
"15931",2046715499,2024,30,"CA","Comics",4500,944,53,43,"canceled  "
"15934",875233724,2023,30,"NY","Comics",4500,0,0,61,"canceled  "
"15938",760621580,2020,28,"NY","Film & Video",4500,798,39,34,"failed    "
"15943",1077381131,2021,30,"NY","Art",4500,175,4,72,"canceled  "
"15947",1072999384,2020,47,"PA","Comics",4500,20,2,47,"canceled  "
"15948",1628933682,2020,27,"NY","Film & Video",4500,338,9,33,"canceled  "
"15950",52658361,2025,6,"NY","Film & Video",4500,851,5,43,"failed    "
"15955",681349845,2025,30,"NY","Games",4500,1,1,56,"canceled  "
"15957",1475770962,2020,30,"CA","Games",4500,340,9,44,"canceled  "
"15958",1864718702,2020,30,"NY","Art",4500,0,0,59,"failed    "
"15960",1073534786,2024,60,"CA","Comics",4500,1,1,68,"canceled  "
"15964",1901286656,2022,40,"CT","Film & Video",4500,0,0,44,"failed    "
"15969",1922670186,2025,60,"TX","Games",4500,13,4,66,"failed    "
"15974",375193296,2024,60,"TX","Film & Video",4500,197,5,48,"failed    "
"15975",1934873772,2023,60,"CA","Film & Video",4500,167,6,61,"failed    "
"15976",1338484313,2020,35,"NY","Dance",4500,0,0,61,"failed    "
"15980",1694832291,2023,49,"CA","Art",4500,295,10,20,"failed    "
"15981",172893118,2024,46,"CA","Games",4500,163,17,45,"failed    "
"15986",507158594,2020,30,"NY","Film & Video",4500,32,2,38,"failed    "
"15990",319367661,2025,30,"TX","Comics",4500,353,15,46,"failed    "
"15996",1392586017,2021,21,"CA","Games",4500,567,10,53,"failed    "
"15997",1442335056,2025,60,"CA","Film & Video",4500,22,3,51,"failed    "
"15998",1743929751,2022,40,"CA","Art",4500,88,4,44,"failed    "
"16000",1605177698,2020,30,"CA","Art",4500,60,1,70,"failed    "
"16001",1227800440,2023,30,"NY","Art",4500,26,2,61,"failed    "
"16002",2102859746,2023,32,"NY","Comics",4500,477,11,43,"canceled  "
"16004",1936575545,2022,60,"CA","Comics",4500,42,2,61,"failed    "
"16007",41009620,2021,18,"NY","Film & Video",4500,0,0,51,"failed    "
"16009",1366027285,2020,30,"NY","Art",4500,315,8,37,"failed    "
"16015",1655937953,2023,44,"CA","Film & Video",4450,44,5,42,"failed    "
"16018",890548625,2020,31,"CA","Games",4444,192,9,50,"failed    "
"16019",1664326284,2024,33,"TX","Comics",4444,321,9,29,"failed    "
"16028",1685074599,2021,18,"TX","Games",4400,62,8,47,"failed    "
"16031",374353334,2022,25,"TX","Art",4357,405,11,53,"failed    "
"16039",550445471,2020,30,"CA","Film & Video",4300,5,1,35,"failed    "
"16040",175392303,2023,11,"CA","Games",4300,45,3,56,"failed    "
"16044",1316276115,2024,30,"CA","Art",4300,54,5,45,"failed    "
"16045",1411916759,2023,42,"CA","Art",4284,0,0,36,"failed    "
"16048",1801632966,2025,30,"CA","Film & Video",4250,49,2,20,"failed    "
"16049",721548032,2021,30,"CA","Dance",4250,278,6,41,"failed    "
"16054",1134373003,2024,59,"PA","Film & Video",4250,212,8,70,"failed    "
"16057",239532311,2020,38,"CA","Art",4200,0,0,38,"failed    "
"16058",2093877667,2020,20,"NY","Games",4200,58,3,62,"canceled  "
"16059",1302501225,2021,30,"CA","Games",4200,25,1,54,"failed    "
"16061",270331119,2021,30,"CA","Film & Video",4200,20,1,49,"failed    "
"16064",1377381221,2024,33,"CA","Film & Video",4200,427,16,30,"failed    "
"16067",212894143,2022,31,"TX","Games",4200,20,1,34,"canceled  "
"16071",1007448252,2020,14,"CA","Film & Video",4200,202,4,43,"failed    "
"16076",2046174078,2020,30,"CA","Film & Video",4200,20,1,42,"failed    "
"16083",1105890562,2020,30,"NY","Games",4200,328,12,22,"failed    "
"16085",1798305684,2023,30,"NY","Art",4200,721,19,58,"failed    "
"16087",986334366,2020,60,"NY","Games",4150,5,1,54,"canceled  "
"16090",440819347,2021,30,"CA","Art",4120,1,1,58,"failed    "
"16091",1630088459,2020,10,"CA","Games",4100,589,24,31,"canceled  "
"16093",1018672158,2020,30,"NY","Film & Video",3067,0,0,50,"failed    "
"16094",91458735,2025,30,"NY","Games",4096,754,52,54,"failed    "
"16095",886066103,2021,30,"CA","Film & Video",4090,61,4,54,"failed    "
"16097",469879228,2021,30,"NY","Film & Video",4057,41,1,66,"failed    "
"16099",2034326402,2025,42,"NY","Art",4040,26,2,44,"failed    "
"16103",1260685432,2020,45,"TX","Film & Video",4000,10,1,42,"failed    "
"16107",456761173,2021,30,"NY","Comics",4000,0,0,47,"canceled  "
"16113",1697401480,2020,30,"NY","Comics",4000,390,10,52,"canceled  "
"16114",45748776,2021,32,"TX","Comics",4000,5,1,55,"canceled  "
"16115",178762972,2021,38,"CA","Film & Video",4000,32,4,51,"failed    "
"16116",359017674,2021,30,"PA","Comics",4000,246,10,32,"failed    "
"16117",1623473882,2020,30,"CA","Art",4000,0,0,41,"failed    "
"16121",1669230337,2021,30,"NY","Games",4000,390,12,43,"failed    "
"16125",1153200031,2022,45,"NY","Games",4000,206,9,61,"failed    "
"16128",1327958569,2022,30,"CA","Games",4000,287,20,40,"canceled  "
"16129",172346899,2023,30,"CA","Film & Video",4000,191,8,27,"failed    "
"16130",1372667158,2020,40,"TX","Film & Video",4000,0,0,48,"failed    "
"16134",1585607453,2021,30,"NY","Film & Video",4000,0,0,58,"canceled  "
"16135",1835734977,2021,27,"NY","Film & Video",4000,0,0,71,"failed    "
"16138",1823626121,2020,30,"CA","Art",4000,30,2,70,"failed    "
"16146",1315630498,2021,29,"CA","Games",4000,289,14,41,"canceled  "
"16147",1815873596,2022,29,"CA","Games",4000,474,11,33,"failed    "
"16152",191363335,2020,51,"CA","Film & Video",4000,83,5,49,"failed    "
"16154",878244765,2021,15,"NY","Art",4000,0,0,57,"failed    "
"16156",390650643,2021,45,"CA","Film & Video",4000,126,3,38,"failed    "
"16157",79134300,2022,40,"CA","Games",4000,85,2,47,"canceled  "
"16161",1835340967,2023,35,"NY","Film & Video",4000,20,1,41,"canceled  "
"16165",2024458425,2024,60,"PA","Art",4000,151,4,30,"failed    "
"16168",422612763,2020,30,"TX","Film & Video",4000,0,0,58,"failed    "
"16173",569162646,2025,60,"PA","Games",4000,273,12,37,"failed    "
"16176",2104398875,2023,30,"CA","Games",4000,441,12,59,"failed    "
"16178",534259676,2021,30,"PA","Comics",4000,347,7,42,"failed    "
"16180",1655589433,2021,29,"NY","Film & Video",4000,300,1,88,"failed    "
"16182",114514575,2023,30,"CA","Games",4000,948,25,56,"failed    "
"16184",162783913,2023,33,"CA","Comics",4000,630,16,53,"failed    "
"16185",826058998,2022,17,"CT","Art",4000,0,0,37,"failed    "
"16197",305227700,2020,28,"NY","Art",4000,841,14,30,"canceled  "
"16203",974559690,2020,60,"PA","Art",4000,50,2,50,"failed    "
"16204",958360551,2020,58,"TX","Film & Video",4000,0,0,49,"canceled  "
"16206",750438615,2020,60,"NY","Comics",4000,584,4,39,"failed    "
"16207",345380282,2022,16,"NY","Film & Video",4000,35,2,34,"failed    "
"16214",247005193,2024,33,"TX","Games",4000,506,12,56,"canceled  "
"16215",766662892,2024,30,"CA","Comics",4000,40,4,64,"failed    "
"16216",1541845459,2022,30,"CA","Art",4000,140,4,44,"canceled  "
"16217",97759557,2020,60,"TX","Film & Video",4000,301,4,60,"failed    "
"16219",540837678,2020,30,"TX","Film & Video",4000,52,2,19,"failed    "
"16226",1845404394,2021,30,"CA","Art",4000,0,0,36,"failed    "
"16227",370759888,2022,30,"PA","Film & Video",4000,862,13,38,"failed    "
"16230",1720692489,2024,60,"TX","Comics",4000,584,20,41,"failed    "
"16237",1177777108,2024,30,"NY","Comics",4000,708,26,50,"canceled  "
"16239",308018214,2021,31,"NY","Comics",4000,10,2,65,"failed    "
"16241",563202363,2020,25,"CA","Film & Video",4000,0,0,57,"canceled  "
"16244",33322532,2020,30,"NY","Film & Video",4000,226,8,43,"failed    "
"16247",1786666898,2025,30,"PA","Art",4000,223,10,59,"failed    "
"16253",902215663,2022,30,"TX","Games",4000,867,22,54,"failed    "
"16256",1119580637,2020,11,"CA","Film & Video",4000,228,3,56,"failed    "
"16258",2011605649,2023,30,"CA","Games",4000,20,4,58,"failed    "
"16261",814999633,2020,60,"CA","Art",4000,165,4,38,"suspended "
"16268",443450863,2023,21,"CA","Film & Video",4000,548,13,50,"failed    "
"16269",1599259037,2021,30,"TX","Comics",4000,525,12,64,"canceled  "
"16271",722046655,2020,20,"CA","Film & Video",4000,0,0,48,"canceled  "
"16273",1044903975,2020,31,"CA","Art",4000,35,3,52,"failed    "
"16275",1621230227,2021,30,"PA","Comics",4000,80,9,51,"failed    "
"16276",881478146,2020,29,"PA","Film & Video",4000,2,1,54,"failed    "
"16277",1688949491,2021,30,"CA","Film & Video",4000,0,0,42,"failed    "
"16278",684650218,2023,25,"TX","Games",4000,427,23,69,"failed    "
"16284",1356818705,2020,30,"TX","Film & Video",4000,150,3,34,"failed    "
"16286",1506525369,2023,30,"TX","Games",4000,1,1,68,"failed    "
"16288",930565626,2022,29,"NY","Art",4000,4,1,51,"canceled  "
"16293",689378202,2021,30,"CA","Film & Video",4000,20,1,51,"failed    "
"16297",1176050175,2021,30,"NY","Film & Video",4000,302,5,31,"failed    "
"16302",141561469,2020,30,"CA","Games",4000,51,2,51,"canceled  "
"16304",228658646,2025,38,"NY","Games",4000,21,3,43,"canceled  "
"16312",411915909,2022,30,"PA","Film & Video",4000,25,1,65,"failed    "
"16313",1329927921,2021,30,"PA","Film & Video",4000,10,1,52,"failed    "
"16327",137627483,2021,30,"CA","Comics",4000,676,19,54,"failed    "
"16331",141608451,2020,30,"CA","Film & Video",4000,946,35,50,"failed    "
"16332",152180988,2021,30,"TX","Comics",4000,754,14,39,"failed    "
"16334",675507300,2023,60,"TX","Film & Video",4000,130,3,61,"canceled  "
"16335",87053008,2020,32,"TX","Art",4000,19,1,42,"failed    "
"16339",476830121,2020,15,"NY","Film & Video",4000,0,0,62,"failed    "
"16340",2098081518,2020,30,"CA","Art",4000,110,4,66,"failed    "
"16341",1948240427,2025,30,"CA","Games",4000,41,3,28,"canceled  "
"16344",1886047055,2023,30,"CT","Games",4000,45,2,60,"failed    "
"16345",1764761235,2025,41,"CA","Art",4000,218,7,52,"canceled  "
"16349",186423642,2022,60,"CA","Film & Video",4000,37,3,43,"failed    "
"16351",613607225,2020,21,"NY","Art",4000,0,0,66,"failed    "
"16358",1325072612,2023,31,"CA","Games",4000,535,52,39,"failed    "
"16359",2055105148,2022,30,"NY","Film & Video",4000,376,7,34,"failed    "
"16361",521047698,2020,60,"CA","Film & Video",4000,0,0,38,"canceled  "
"16366",168625552,2021,60,"PA","Art",4000,1,1,51,"failed    "
"16368",1872444130,2024,19,"CA","Comics",4000,291,11,77,"failed    "
"16369",720695651,2020,45,"CA","Film & Video",4000,26,2,62,"failed    "
"16372",503818104,2020,7,"CA","Film & Video",4000,0,0,41,"canceled  "
"16377",1784109967,2021,12,"CA","Film & Video",4000,880,11,45,"failed    "
"16379",888527548,2020,60,"NY","Film & Video",4000,10,1,47,"canceled  "
"16380",1372800846,2020,60,"TX","Film & Video",4000,0,0,41,"failed    "
"16384",1616773086,2020,60,"TX","Film & Video",4000,185,1,38,"suspended "
"16398",199425740,2020,22,"CA","Art",4000,320,7,51,"canceled  "
"16405",2099716135,2025,30,"TX","Art",4000,243,6,42,"failed    "
"16406",63379440,2020,30,"CA","Comics",4000,85,4,17,"failed    "
"16408",1325597004,2025,30,"CA","Games",4000,224,9,52,"failed    "
"16410",1701951769,2020,12,"CA","Film & Video",4000,0,0,51,"canceled  "
"16411",1568357685,2022,10,"NY","Film & Video",4000,0,0,58,"failed    "
"16412",967264636,2020,21,"CA","Film & Video",4000,60,1,45,"failed    "
"16414",365937170,2020,23,"CA","Film & Video",4000,0,0,44,"failed    "
"16416",1476956949,2021,60,"NY","Games",4000,1,1,49,"failed    "
"16419",1637082722,2022,60,"TX","Film & Video",4000,0,0,20,"failed    "
"16420",1946243101,2020,30,"PA","Art",4000,215,4,29,"canceled  "
"16426",1677014206,2020,15,"CA","Games",4000,15,2,43,"failed    "
"16427",522645405,2020,45,"NY","Film & Video",4000,247,7,41,"failed    "
"16429",147377141,2020,22,"NY","Art",4000,115,3,53,"failed    "
"16430",1091001469,2022,52,"NY","Comics",4000,5,1,53,"failed    "
"16431",1396330472,2025,30,"TX","Film & Video",4000,12,3,61,"failed    "
"16433",2048672838,2020,45,"CA","Film & Video",4000,775,18,55,"failed    "
"16435",1719001630,2023,30,"CA","Film & Video",4000,158,4,80,"failed    "
"16437",1930235521,2020,30,"PA","Film & Video",4000,806,13,36,"failed    "
"16438",203762038,2023,30,"NY","Dance",4000,967,12,41,"failed    "
"16443",439750509,2020,30,"NY","Film & Video",4000,0,0,44,"failed    "
"16444",1429700399,2020,30,"NY","Art",4000,363,10,40,"failed    "
"16447",1203757657,2022,30,"NY","Film & Video",4000,0,0,49,"failed    "
"16448",624022287,2025,49,"PA","Art",4000,129,4,70,"canceled  "
"16450",1835203275,2020,51,"NY","Games",4000,150,4,35,"canceled  "
"16454",444523949,2021,30,"NY","Art",4000,338,12,41,"failed    "
"16456",1858771258,2022,30,"NY","Film & Video",4000,10,1,41,"failed    "
"16458",676702364,2021,57,"CT","Film & Video",4000,1,1,32,"failed    "
"16464",392609845,2020,30,"CA","Games",4000,10,1,72,"failed    "
"16471",1279549835,2022,24,"CA","Games",4000,290,14,54,"failed    "
"16474",2058703649,2022,30,"NY","Art",4000,45,3,37,"failed    "
"16476",1874721030,2020,30,"PA","Games",4000,0,0,53,"failed    "
"16477",1277259629,2022,30,"CT","Games",4000,2,2,60,"failed    "
"16485",1803186077,2020,29,"NY","Film & Video",4000,265,5,38,"failed    "
"16487",1610870983,2024,30,"CA","Film & Video",4000,98,6,69,"failed    "
"16490",552145867,2022,30,"TX","Comics",4000,50,4,46,"failed    "
"16492",209743337,2022,30,"CA","Games",4000,76,3,36,"canceled  "
"16493",180131202,2024,30,"CA","Games",4000,259,6,45,"canceled  "
